District,RevenueCircle,Population affected,Date
Cachar,udharbond,6550,2022-06-07
Chirang,bijni,153,2022-06-07
Golaghat,bokakhat,0,2022-06-07
Golaghat,khumtai,0,2022-06-07
Morigaon,mikirbheta,18546,2022-06-07
Morigaon,mayong,331,2022-06-07
Morigaon,morigaon,133042,2022-06-07
Morigaon,bhuragaon,5670,2022-06-07
Morigaon,mikirbheta,18546,2022-07-07
Morigaon,mayong,254,2022-07-07
Morigaon,bhuragaon,0,2022-07-07
Morigaon,morigaon,133042,2022-07-07
Cachar,lakhipur,50150,2022-07-07
Cachar,silchar,218238,2022-07-07
Cachar,sonai,81739,2022-07-07
Cachar,katigorah,213185,2022-07-07
Bajali,sarupeta,475,2022-07-07
Tamulpur,goreswar,1052,2022-07-07
Sivasagar,sivsagar,296,2022-07-07
Sivasagar,demow,5044,2022-07-07
Karimganj,rk,1165,2022-07-07
Karimganj,karimganj,3542,2022-07-07
Karimganj,nilambazar,6234,2022-07-07
Karimganj,badarpur,6008,2022-07-07
Kamrup,kamalpur,0,2022-07-07
Kamrup,kayan,38,2022-07-07
Kamrup,north,57,2022-07-07
Nagaon,kampur,6416,2022-07-07
Nagaon,nagaon,8253,2022-07-07
Nagaon,raha,142062,2022-07-07
Golaghat,bokakhat,0,2022-07-07
Dibrugarh,moran,922,2022-07-07
Dibrugarh,dibrugarh,1292,2022-07-07
Dibrugarh,dibrugarh,30,2022-07-07
Dibrugarh,naharkatia,0,2022-07-07
Darrang,patharighat,547,2022-07-07
Darrang,sipajhar,0,2022-07-07
Chirang,bijni,153,2022-07-07
Hailakandi,algapur,7260,2022-07-07
Hailakandi,lala,0,2022-07-07
Hailakandi,katlicherra,0,2022-07-07
Hailakandi,hailakandi,0,2022-07-07
Morigaon,mikirbheta,18546,2022-08-07
Morigaon,mayong,158,2022-08-07
Morigaon,bhuragaon,0,2022-08-07
Morigaon,morigaon,133000,2022-08-07
Tamulpur,goreswar,1052,2022-08-07
Sivasagar,demow,3564,2022-08-07
Nagaon,nagaon,7074,2022-08-07
Nagaon,raha,137790,2022-08-07
Kamrup,kayan,38,2022-08-07
Kamrup,north,55,2022-08-07
Cachar,sonai,81739,2022-08-07
Cachar,silchar,218238,2022-08-07
Cachar,lakhipur,50150,2022-08-07
Cachar,katigorah,213185,2022-08-07
Hailakandi,lala,0,2022-08-07
Hailakandi,hailakandi,0,2022-08-07
Hailakandi,katlicherra,0,2022-08-07
Hailakandi,algapur,6720,2022-08-07
Golaghat,bokakhat,0,2022-08-07
Dibrugarh,moran,0,2022-08-07
Dibrugarh,dibrugarh,1292,2022-08-07
Dibrugarh,naharkatia,0,2022-08-07
Chirang,bijni,153,2022-08-07
Bajali,sarupeta,355,2022-08-07
Hojai,doboka,0,2022-08-07
Hojai,hojai,0,2022-08-07
Karimganj,nilambazar,6234,2022-08-07
Karimganj,karimganj,3171,2022-08-07
Karimganj,badarpur,5663,2022-08-07
Karimganj,patherkandi,0,2022-08-07
Bajali,sarupeta,251,2022-10-07
Nagaon,raha,34723,2022-10-07
Cachar,silchar,210938,2022-10-07
Cachar,sonai,16172,2022-10-07
Cachar,lakhipur,50150,2022-10-07
Cachar,katigorah,78700,2022-10-07
Chirang,bijni,153,2022-10-07
Golaghat,bokakhat,0,2022-10-07
Hailakandi,lala,0,2022-10-07
Hailakandi,hailakandi,0,2022-10-07
Hailakandi,algapur,2215,2022-10-07
Hailakandi,katlicherra,0,2022-10-07
Tamulpur,goreswar,1052,2022-10-07
Sivasagar,sivsagar,0,2022-10-07
Sivasagar,demow,1230,2022-10-07
Biswanath,halem,1050,2022-10-07
Morigaon,morigaon,124116,2022-10-07
Morigaon,mayong,0,2022-10-07
Morigaon,mikirbheta,18546,2022-10-07
Morigaon,bhuragaon,0,2022-10-07
Kamrup,kayan,38,2022-10-07
Hailakandi,katlicherra,0,2022-11-07
Hailakandi,hailakandi,0,2022-11-07
Hailakandi,algapur,1805,2022-11-07
Hailakandi,lala,0,2022-11-07
Kamrup,kayan,38,2022-11-07
Nagaon,raha,24525,2022-11-07
Golaghat,bokakhat,0,2022-11-07
Chirang,bijni,153,2022-11-07
Morigaon,mayong,0,2022-11-07
Morigaon,morigaon,123166,2022-11-07
Morigaon,mikirbheta,18546,2022-11-07
Sivasagar,demow,933,2022-11-07
Cachar,udharbond,0,2022-11-07
Cachar,silchar,152938,2022-11-07
Cachar,katigorah,52890,2022-11-07
Cachar,sonai,0,2022-11-07
Cachar,lakhipur,2179,2022-11-07
Biswanath,halem,762,2022-11-07
Tamulpur,goreswar,1052,2022-11-07
Bajali,sarupeta,251,2022-11-07
Cachar,silchar,118810,2022-12-07
Cachar,lakhipur,1085,2022-12-07
Cachar,katigorah,48234,2022-12-07
Chirang,bijni,153,2022-12-07
Golaghat,bokakhat,0,2022-12-07
Hailakandi,algapur,1831,2022-12-07
Hailakandi,lala,0,2022-12-07
Hailakandi,hailakandi,0,2022-12-07
Morigaon,mikirbheta,3370,2022-12-07
Morigaon,morigaon,109873,2022-12-07
Nagaon,raha,7456,2022-12-07
Sivasagar,demow,405,2022-12-07
Tamulpur,goreswar,1052,2022-12-07
Golaghat,bokakhat,0,2022-07-13
Chirang,bijni,153,2022-07-13
Morigaon,morigaon,101064,2022-07-13
Nagaon,kampur,0,2022-07-13
Nagaon,raha,457,2022-07-13
Tamulpur,goreswar,1052,2022-07-13
Cachar,katigorah,48234,2022-07-13
Cachar,lakhipur,1085,2022-07-13
Cachar,silchar,98253,2022-07-13
Golaghat,bokakhat,0,2022-07-14
Morigaon,morigaon,92853,2022-07-14
Tamulpur,goreswar,1052,2022-07-14
Cachar,silchar,98253,2022-07-14
Cachar,katigorah,36234,2022-07-14
Chirang,bijni,153,2022-07-14
Morigaon,bhuragaon,0,2022-07-15
Morigaon,morigaon,89423,2022-07-15
Morigaon,mikirbheta,0,2022-07-15
Karimganj,karimganj,0,2022-07-15
Karimganj,badarpur,0,2022-07-15
Karimganj,nilambazar,0,2022-07-15
Karimganj,rk,0,2022-07-15
Cachar,katigorah,21865,2022-07-15
Cachar,silchar,98253,2022-07-15
Tamulpur,goreswar,1052,2022-07-15
Chirang,bijni,153,2022-07-15
Cachar,silchar,45845,2022-07-16
Cachar,katigorah,18772,2022-07-16
Chirang,bijni,153,2022-07-16
Tamulpur,goreswar,1052,2022-07-16
Morigaon,morigaon,82823,2022-07-16
Tamulpur,goreswar,1052,2022-07-17
Morigaon,morigaon,57753,2022-07-17
Cachar,silchar,15366,2022-07-17
Cachar,katigorah,13562,2022-07-17
Biswanath,halem,1176,2022-07-17
Biswanath,gohpur,1966,2022-07-17
Morigaon,morigaon,35542,2022-07-18
Biswanath,gohpur,1075,2022-07-18
Biswanath,halem,446,2022-07-18
Cachar,silchar,13266,2022-07-18
Cachar,katigorah,7302,2022-07-18
Tamulpur,goreswar,892,2022-07-18
Tamulpur,goreswar,892,2022-07-19
Morigaon,morigaon,8303,2022-07-19
Cachar,silchar,6591,2022-07-19
Cachar,katigorah,7302,2022-07-19
Tamulpur,goreswar,892,2022-07-20
Tinsukia,sadiya,1337,2022-07-20
Morigaon,morigaon,4516,2022-07-20
Cachar,katigorah,3126,2022-07-20
Cachar,silchar,6591,2022-07-20
Tinsukia,sadiya,0,2022-07-21
Tinsukia,tinsukia,132,2022-07-21
Tamulpur,goreswar,892,2022-07-21
Morigaon,mikirbheta,0,2022-07-21
Morigaon,morigaon,3542,2022-07-21
Cachar,silchar,5990,2022-07-21
Cachar,katigorah,6657,2022-07-21
Tamulpur,goreswar,892,2022-07-22
Morigaon,morigaon,2595,2022-07-22
Cachar,silchar,4317,2022-07-22
Cachar,katigorah,2318,2022-07-22
Morigaon,morigaon,2295,2022-07-23
Tamulpur,goreswar,892,2022-07-23
Cachar,silchar,2366,2022-07-23
Cachar,katigorah,2167,2022-07-23
Cachar,katigorah,2167,2022-07-24
Morigaon,morigaon,2110,2022-07-24
Tamulpur,goreswar,892,2022-07-24
Morigaon,morigaon,1795,2022-07-25
Tamulpur,goreswar,892,2022-07-25
Cachar,katigorah,2167,2022-07-25
Cachar,katigorah,2167,2022-07-26
Morigaon,morigaon,1498,2022-07-26
Tamulpur,goreswar,892,2022-07-26
Morigaon,morigaon,267,2022-07-27
Tamulpur,goreswar,892,2022-07-27
Charaideo,sonari,1567,2022-07-27
Charaideo,sapekhati,2750,2022-07-27
Tamulpur,goreswar,892,2022-07-28
Morigaon,morigaon,123,2022-07-28
Charaideo,sonari,6056,2022-07-28
Charaideo,sapekhati,758,2022-07-28
Morigaon,mayong,0,2022-07-29
Morigaon,morigaon,115,2022-07-29
Tamulpur,goreswar,405,2022-07-29
Charaideo,sonari,1470,2022-07-29
Dhemaji,dhemaji,2088,2022-07-30
Tamulpur,goreswar,405,2022-07-30
Morigaon,morigaon,76,2022-07-30
Dhemaji,dhemaji,2335,2022-07-31
Dhemaji,gogamukh,12542,2022-07-31
Jorhat,titabor,0,2022-07-31
Jorhat,teok,112,2022-07-31
Lakhimpur,subansiri,35,2022-07-31
Tamulpur,goreswar,405,2022-07-31
Morigaon,morigaon,76,2022-07-31
Udalguri,khairabari,1310,2022-01-08
Udalguri,harisinga,277,2022-01-08
Tamulpur,goreswar,425,2022-01-08
Tamulpur,tamulpur,171,2022-01-08
Lakhimpur,subansiri,4230,2022-01-08
Jorhat,titabor,0,2022-01-08
Jorhat,teok,112,2022-01-08
Dhemaji,sissiborgaon,1127,2022-01-08
Dhemaji,dhemaji,4010,2022-01-08
Dhemaji,gogamukh,19043,2022-01-08
Darrang,sipajhar,354,2022-01-08
Chirang,sidli,568,2022-01-08
Chirang,bengtal,2988,2022-01-08
Chirang,bijni,397,2022-01-08
Nalbari,tihu,694,2022-01-08
Bajali,sarupeta,40,2022-01-08
Bajali,bajali,41,2022-01-08
Baksa,baska,0,2022-02-08
Udalguri,khairabari,1450,2022-02-08
Udalguri,harisinga,383,2022-02-08
Tamulpur,goreswar,425,2022-02-08
Lakhimpur,subansiri,1053,2022-02-08
Dhemaji,dhemaji,2713,2-8-2022
Dhemaji,gogamukh,19989,2-8-2022
Darrang,mangaldoi,0,02-08-2022
Darrang,sipajhar,133,02-08-2022
Chirang,bengtal,2988,02-08-2022
Chirang,bijni,241,02-08-2022
Bajali,sarupeta,5804,02-08-2022
Bajali,bajali,1422,02-08-2022
Bajali,sarupeta,382,03-08-2022
Dhemaji,gogamukh,20038,03-08-2022
Dhemaji,dhemaji,652,03-08-2022
Dhubri,agamoni,0,03-08-2022
Tamulpur,goreswar,425,03-08-2022
Jorhat,titabor,0,03-08-2022
Chirang,bijni,223,03-08-2022
Kamrup,palashbari,0,03-08-2022
Udalguri,udalguri,0,03-08-2022
Udalguri,khairabari,1057,03-08-2022
Udalguri,harisinga,381,03-08-2022
Darrang,mangaldoi,0,03-08-2022
Darrang,sipajhar,0,03-08-2022
Dhemaji,dhemaji,0,04-08-2022
Darrang,mangaldoi,0,04-08-2022
Chirang,bijni,223,04-08-2022
Tamulpur,goreswar,425,04-08-2022
Udalguri,khairabari,782,04-08-2022
Udalguri,harisinga,381,04-08-2022
Bajali,sarupeta,382,04-08-2022
Udalguri,harisinga,332,05-08-2022
Udalguri,khairabari,362,05-08-2022
Tamulpur,goreswar,425,05-08-2022
Dhemaji,dhemaji,0,05-08-2022
Tamulpur,goreswar,425,06-08-2022
Udalguri,khairabari,0,06-08-2022
Udalguri,harisinga,332,06-08-2022
Tamulpur,goreswar,425,07-08-2022
Tamulpur,goreswar,425,08-08-2022
Udalguri,harisinga,0,08-08-2022
Udalguri,khairabari,0,08-08-2022
Udalguri,kalaigaon,0,08-08-2022
Tamulpur,goreswar,425,09-08-2022
Udalguri,khairabari,0,09-08-2022
Udalguri,harisinga,85,09-08-2022
Tamulpur,goreswar,425,10-08-2022
Udalguri,khairabari,0,10-08-2022
Udalguri,harisinga,85,10-08-2022
Udalguri,khairabari,0,11-08-2022
Udalguri,harisinga,85,11-08-2022
Tamulpur,goreswar,425,11-08-2022
Jorhat,titabor,0,11-08-2022
Tamulpur,goreswar,425,12-08-2022
Tamulpur,goreswar,425,08-13-2022
Tamulpur,goreswar,250,08-14-2022
Tamulpur,goreswar,250,08-15-2022
Tamulpur,goreswar,250,08-16-2022
Tamulpur,goreswar,250,08-17-2022
Tamulpur,goreswar,250,08-18-2022
Karbi Anglong West,donkamokam,2073,08-23-2022
Tinsukia,margherita,495,08-23-2022
Dhemaji,sissiborgaon,657,08-25-2022
Dhemaji,sissiborgaon,2494,08-30-2022
Dhemaji,sissiborgaon,2480,03-09-2022
Dhemaji,sissiborgaon,2503,04-09-2022
Dhemaji,sissiborgaon,2503,05-09-2022
Dhemaji,dhemaji,733,05-09-2022
Chirang,bengtal,5,05-09-2022
Dhemaji,dhemaji,724,06-09-2022
Dhemaji,jonai,0,06-09-2022
Nagaon,samaguri,0,07-09-2022
Dhemaji,dhemaji,223,07-09-2022
Dhemaji,jonai,816,07-09-2022
Nagaon,samaguri,0,08-09-2022
Morigaon,mayong,0,08-09-2022
Dhemaji,dhemaji,0,08-09-2022
Dhemaji,jonai,816,08-09-2022
Morigaon,mayong,0,09-09-2022
Dhemaji,jonai,816,09-09-2022
Dhemaji,jonai,816,10-09-2022
Golaghat,golaghat,1387,09-13-2022
Golaghat,golaghat,1387,09-14-2022
Dhemaji,jonai,265,09-16-2022
Dhemaji,jonai,0,09-17-2022
Dhemaji,sissiborgaon,983,09-24-2022
Dhemaji,jonai,0,09-24-2022
Dhemaji,jonai,265,07-10-2022
Karbi Anglong,phuloni,0,08-10-2022
Lakhimpur,bihpuria,470,09-10-2022
Dhemaji,sissiborgaon,4469,10-10-2022
Dhemaji,jonai,2430,10-10-2022
Dibrugarh,chabua,3857,10-10-2022
Lakhimpur,nowboicha,11563,10-10-2022
Lakhimpur,north,1091,10-10-2022
Lakhimpur,bihpuria,183,10-10-2022
Dhemaji,dhemaji,4974,11-10-2022
Dhemaji,jonai,3501,11-10-2022
Dhemaji,sissiborgaon,6609,11-10-2022
Dibrugarh,chabua,3857,11-10-2022
Lakhimpur,north,3162,11-10-2022
Lakhimpur,nowboicha,11499,11-10-2022
Lakhimpur,bihpuria,83,11-10-2022
Lakhimpur,subansiri,151,11-10-2022
Dibrugarh,chabua,3857,12-10-2022
Dhemaji,dhemaji,7167,12-10-2022
Dhemaji,jonai,11687,12-10-2022
Dhemaji,sissiborgaon,12905,12-10-2022
Dhemaji,gogamukh,7015,12-10-2022
Golaghat,bokakhat,0,12-10-2022
Lakhimpur,north,7439,12-10-2022
Lakhimpur,nowboicha,16914,12-10-2022
Lakhimpur,bihpuria,2615,12-10-2022
Lakhimpur,subansiri,151,12-10-2022
Nagaon,kampur,0,12-10-2022
Nagaon,kampur,0,10-13-2022
Majuli,majuli,0,10-13-2022
Majuli,ujani,0,10-13-2022
Lakhimpur,subansiri,707,10-13-2022
Lakhimpur,nowboicha,28655,10-13-2022
Lakhimpur,dhakuakhana,0,10-13-2022
Lakhimpur,north,7439,10-13-2022
Lakhimpur,bihpuria,256,10-13-2022
Jorhat,jorhat,0,10-13-2022
Jorhat,teok,0,10-13-2022
Golaghat,bokakhat,0,10-13-2022
Golaghat,dergaon,0,10-13-2022
Golaghat,khumtai,0,10-13-2022
Dibrugarh,chabua,3857,10-13-2022
Dhemaji,jonai,816,10-13-2022
Dhemaji,gogamukh,7015,10-13-2022
Dhemaji,sissiborgaon,887,10-13-2022
Dhemaji,dhemaji,1204,10-13-2022
Darrang,sipajhar,0,10-13-2022
Majuli,ujani,0,10-14-2022
Majuli,majuli,0,10-14-2022
Nagaon,nagaon,0,10-14-2022
Nagaon,kampur,0,10-14-2022
Tinsukia,tinsukia,2666,10-14-2022
Lakhimpur,subansiri,37,10-14-2022
Lakhimpur,north,7439,10-14-2022
Lakhimpur,nowboicha,18580,10-14-2022
Lakhimpur,narayanpur,0,10-14-2022
Lakhimpur,dhakuakhana,0,10-14-2022
Lakhimpur,bihpuria,0,10-14-2022
Kokrajhar,bagribari,0,10-14-2022
Jorhat,jorhat,0,10-14-2022
Dibrugarh,chabua,3857,10-14-2022
Dibrugarh,dibrugarh,0,10-14-2022
Golaghat,dergaon,0,10-14-2022
Golaghat,bokakhat,0,10-14-2022
Golaghat,khumtai,0,10-14-2022
Dhemaji,dhemaji,507,10-14-2022
Dhemaji,sissiborgaon,370,10-14-2022
Dhemaji,gogamukh,7015,10-14-2022
Dhemaji,jonai,816,10-14-2022
Darrang,sipajhar,0,10-14-2022
Dhubri,chapar,0,10-14-2022
Dhubri,bilasipara,0,10-14-2022
Majuli,majuli,0,10-15-2022
Majuli,ujani,0,10-15-2022
Darrang,sipajhar,0,10-15-2022
Golaghat,dergaon,0,10-15-2022
Golaghat,bokakhat,0,10-15-2022
Golaghat,khumtai,0,10-15-2022
Dhubri,chapar,0,10-15-2022
Dhubri,bilasipara,0,10-15-2022
Dhubri,south,0,10-15-2022
Morigaon,mayong,0,10-15-2022
Nagaon,dhing,0,10-15-2022
Nagaon,nagaon,0,10-15-2022
Nagaon,rupahi,0,10-15-2022
South Salmara,south,0,10-15-2022
Dhemaji,jonai,0,10-15-2022
Darrang,sipajhar,0,10-16-2022
Nagaon,rupahi,0,10-16-2022
Nagaon,dhing,0,10-16-2022
Golaghat,bokakhat,0,10-16-2022
Golaghat,khumtai,0,10-16-2022
Majuli,majuli,0,10-16-2022
Majuli,ujani,0,10-16-2022
Darrang,sipajhar,0,10-17-2022
Golaghat,bokakhat,0,10-17-2022
Golaghat,khumtai,0,10-17-2022
Nagaon,dhing,0,10-17-2022
Golaghat,bokakhat,0,10-18-2022
Golaghat,khumtai,0,10-18-2022
Golaghat,bokakhat,0,10-19-2022
Golaghat,bokakhat,0,10-20-2022
Cachar,udharbond,3910,05-26-2022
Cachar,sonai,18775,05-26-2022
Cachar,lakhipur,18906,05-26-2022
Cachar,silchar,30099,05-26-2022
Cachar,katigorah,78305,2022-05-26
Dima-Hasao,haflong,1780,2022-05-26
Goalpara,lakhipur,0,2022-05-26
Goalpara,balijana,0,2022-05-26
Goalpara,rongjuli,0,2022-05-26
Goalpara,dudhnoi,0,2022-05-26
Goalpara,matia,0,2022-05-26
Golaghat,bokakhat,0,2022-05-26
Golaghat,khumtai,0,2022-05-26
Hojai,doboka,0,2022-05-26
Hojai,hojai,95,2022-05-26
Kamrup,chamaria,0,2022-05-26
Kamrup,boko,0,2022-05-26
Kamrup,kamalpur,0,2022-05-26
Kamrup,hajo,0,2022-05-26
Kamrup,rangia,0,2022-05-26
Kamrup (M),chandrapur,0,2022-05-26
Kamrup (M),sonapur,0,2022-05-26
Karbi Anglong West,donkamokam,55,2022-05-26
Morigaon,mayong,0,2022-05-26
Morigaon,morigaon,41036,2022-05-26
Nagaon,nagaon,30370,2022-05-26
Nagaon,kampur,222379,2022-05-26
Nagaon,raha,115439,2022-05-26
Sonitpur,dhekiajuli,0,2022-05-26
Hojai,doboka,57,2022-08-22
Bajali,sarupeta,251,2022-09-07
Bajali,bajali,435,2022-09-07
Cachar,silchar,218238,2022-09-07
Cachar,sonai,81739,2022-09-07
Cachar,lakhipur,50150,2022-09-07
Cachar,katigorah,78700,2022-09-07
Chirang,bijni,153,2022-09-07
Dibrugarh,dibrugarh,645,2022-09-07
Dibrugarh,moran,0,2022-09-07
Golaghat,bokakhat,0,2022-09-07
Hailakandi,lala,0,2022-09-07
Hailakandi,algapur,5950,2022-09-07
Hailakandi,katlicherra,0,2022-09-07
Hailakandi,hailakandi,0,2022-09-07
Hojai,doboka,0,2022-09-07
Hojai,hojai,0,2022-09-07
Kamrup,north,0,2022-09-07
Kamrup,kayan,38,2022-09-07
Karimganj,nilambazar,3337,2022-09-07
Karimganj,karimganj,2198,2022-09-07
Karimganj,badarpur,4800,2022-09-07
Morigaon,mikirbheta,18546,2022-09-07
Morigaon,mayong,106,2022-09-07
Morigaon,morigaon,124770,2022-09-07
Morigaon,bhuragaon,0,2022-09-07
Nagaon,raha,34723,2022-09-07
Sivsagar,demow,2043,2022-09-07
Tamulpur,goreswar,1052,2022-09-07
